date,open,high,low,close,volume,amount,outstanding_share,turnover
2026-06-12,76.71,78.19,76.54,77.22,35834421.0,2870646295.0,3881513391.0,0.009232074551923142
2026-06-15,77.26,77.57,76.43,76.94,24061117.0,1916505152.0,3881513391.0,0.006198900937915121
2026-06-16,76.71,76.82,75.51,75.69,21756586.0,1708709322.0,3881513391.0,0.005605181229168661
2026-06-17,75.66,76.04,74.64,74.88,22258774.0,1727945965.0,3881513391.0,0.005734560661728244
2026-06-18,74.67,74.75,73.29,73.29,32684306.0,2499475187.0,3881513391.0,0.008420505794411157
2026-06-22,72.95,74.83,72.27,73.97,35627629.0,2704470458.0,3881513391.0,0.009178798425018753
2026-06-23,73.58,75.68,71.86,72.24,46610269.0,3550233244.0,3881513391.0,0.012008272110583066
2026-06-24,72.02,72.9,70.81,70.83,30007758.0,2218704130.0,3881513391.0,0.0077309427991614004
2026-06-25,70.59,73.13,70.44,72.47,49143223.0,3656493222.0,3881513391.0,0.012660840772557315
2026-06-26,72.37,73.16,70.66,70.7,32352113.0,2397332873.0,3881513391.0,0.008334922423561465
2026-06-29,70.57,72.76,69.33,71.5,42712167.0,3149108201.0,3881513391.0,0.011003998362864337
2026-06-30,71.02,72.39,70.0,71.5,36265269.0,2662167645.0,3881513391.0,0.009343074555426671
2026-07-01,71.38,72.35,70.13,72.01,38076059.0,2817061598.0,3881513391.0,0.00980959104463901
2026-07-02,72.41,72.89,70.87,71.02,35020556.0,2591988292.0,3881513391.0,0.009022397315748434
2026-07-03,71.16,72.19,70.15,70.74,33825035.0,2488093357.0,3881513391.0,0.008714393483332954
2026-07-06,70.45,72.05,70.19,71.27,34584259.0,2548673275.0,3881513391.0,0.008909993478365923
2026-07-07,71.11,71.12,69.26,69.3,35673127.0,2580655043.0,3881513391.0,0.009190520141632045
2026-07-08,69.28,69.83,68.82,69.07,23207769.0,1663105717.0,3881513391.0,0.005979051638418011
2026-07-09,68.6,69.09,68.14,68.51,24192142.0,1713141689.0,3881513391.0,0.00623265710124662
2026-07-10,68.71,71.8,68.3,71.2,55965462.0,4085872493.0,3881513391.0,0.014418464233503916
2026-07-13,70.59,70.97,69.72,70.36,30602266.0,2224717873.0,3881513391.0,0.007884106769013592
2026-07-14,70.06,71.01,69.94,70.92,28356827.0,2068769750.0,3881513391.0,0.007305611019080985
2026-07-15,70.0,73.89,69.58,73.82,63734909.0,4805702854.0,3881513391.0,0.01642011828370374
2026-07-16,73.33,74.59,72.6,73.9,48892065.0,3599045959.0,3881513391.0,0.012596134567863456
2026-07-17,74.6,75.06,72.35,72.76,42739876.0,3130971198.0,3881513391.0,0.011011137073261228
