date,open,high,low,close,volume
2026-06-16,4065.271,4142.433,4053.878,4102.942,22590511467
2026-06-17,4061.297,4168.165,4058.614,4167.048,22186156810
2026-06-18,4153.621,4272.008,4153.621,4252.39,22655993767
2026-06-22,4272.988,4359.392,4229.315,4359.392,27234600246
2026-06-23,4343.875,4350.063,4159.476,4192.194,24585896693
2026-06-24,4181.906,4257.25,4161.581,4251.424,23249470821
2026-06-25,4278.339,4380.413,4242.863,4371.989,24652288136
2026-06-26,4319.409,4328.7,4175.377,4194.209,24093147333
2026-06-29,4200.674,4265.463,4103.633,4216.699,24357140946
2026-06-30,4217.633,4353.105,4205.742,4342.712,22318593200
2026-07-01,4336.161,4361.825,4222.223,4260.721,26490099989
2026-07-02,4135.342,4168.873,3999.567,4017.273,24955456817
2026-07-03,4010.819,4115.628,3985.363,4019.934,22845319540
2026-07-06,4050.876,4063.631,3903.478,3948.86,21657677145
2026-07-07,3931.439,3976.114,3859.426,3911.907,18580698368
2026-07-08,3932.42,3965.388,3824.33,3845.351,19257204922
2026-07-09,3892.123,4025.316,3812.655,4018.174,20837813552
2026-07-10,4041.859,4060.533,3842.347,3842.731,24825417598
2026-07-13,3809.858,3855.753,3691.232,3723.517,21989517615
2026-07-14,3729.613,3855.035,3673.958,3851.137,19614651747
2026-07-15,3879.766,3905.312,3794.344,3804.704,19725276324
2026-07-16,3710.507,3796.346,3658.068,3692.457,19845656291
2026-07-17,3642.057,3642.057,3387.26,3428.63,23022124305
2026-07-20,3504.116,3550.594,3338.213,3443.102,23717409929
2026-07-21,3469.223,3687.147,3373.04,3685.969,25892240565
2026-07-22,3644.976,3694.9,3553.367,3566.732,20583391854
2026-07-23,3596.735,3621.728,3538.106,3575.52,18176633354
